,NI,DEA,BP,DP,CFP,GPM,ROA,MACD,currentratio,RD,RSI,net_operating_cash_flow,Profit_G_q,asset_turnover,financial_leverage,ROE,Sales_G_q,EP,cashratio,CMV,debtequityratio,DIF,SP,return,label
601991.XSHG,0.03597216875897998,0.12866809640880336,0.6836124353934458,-0.2234215484264543,0.38294636440983,0.466297124950377,0.0331293245084,-1.234725959185317,0.09816812519343261,1.479700993004878,1.9131522667907146,-0.4459074316487809,0.38097095072032594,0.2778374704069989,3.0073528103523994,0.1920143154023947,0.6696366724117749,0.08810012359975834,-0.33350357628362787,2.689844666466408,2.935071111059578,-0.8304590857840419,0.3718871349647708,0.06652806652806653,-1
000063.XSHE,-0.674895521871513,0.8374350832126315,-0.3879246337572588,-0.10951810173504163,0.31394039004195845,-0.19694595684650168,-0.7641358626412992,0.22282078476772807,-0.13967596795878656,1.6420499269402513,-0.2437884201288456,-1.0706218815393769,-0.6602886062175691,0.14792785126247687,0.5270038576775423,-0.21301547422677566,0.07170507504013145,-0.23015390233558258,-0.9371089192631807,-0.048760997586075425,0.5296617017886115,1.0475498073239395,0.237731873924469,0.06629213483146068,-1
000897.XSHE,0.24016542713919575,0.32151895359911997,0.9768054338281776,-0.1250604689729842,-0.3699582160983329,1.0079413094301133,0.13014347883976035,-0.9261630610241077,2.4642617324076266,1.5066946630214968,1.895470029195523,-1.7768085675538206,0.01149687569898672,0.2775937474782925,1.341101821362192,0.17044989084372744,0.35860913435936403,0.1349398720861908,-2.705452663209091,1.7973278777581618,1.6687057196390824,-0.41886162462902626,0.21000190000203986,0.06578947368421062,-1
000858.XSHE,0.5632162728991278,-0.00016184372464232052,-0.6619773953660429,0.15313809801319234,-0.1419014900279992,0.37202466975431053,0.7796479590925196,-1.4843808281496396,1.5484580278930007,-0.24444399849427334,-0.8740446278735293,0.2800966013165697,0.045302690505602025,-1.0630919516436133,-0.7821501760796155,-0.12173487131808378,-0.571124925491539,-0.12074009586123,1.7551470947730548,0.43401542658273773,0.21042650050841794,-1.718377042854657,-0.8755277094767483,0.059490084985835745,-1
600616.XSHG,-0.9234037897870293,-0.6461777082612896,-0.6696634016106666,-0.689852966482169,-0.49257133476373444,-1.4626515028284297,0.398793693136632,0.5895058640886973,-0.415608550999724,-0.2267095460933706,-0.5678609695223302,0.21226970986681185,-0.3551665122832615,2.4240571014067345,-0.5377954940197539,0.26959798944632635,-0.557296324127155,0.12189699414095921,-1.1898273318068613,-0.6070174483661476,-0.6880321038753909,-0.21544281179455385,0.5789049876887721,0.05919999999999992,-1
600804.XSHG,-0.07293462611672064,0.8121950738170721,-0.684896857474994,0.2592360382681074,-0.24780427877126268,-0.6695378278637052,0.22254867939475875,0.5660068580834714,0.8309672373041626,-1.3217651879481642,-0.11263887425347907,-0.28328994643895733,-0.08050038067537604,-0.13139267453898612,-0.7920572171499276,-0.08715665673208597,1.1052780597112482,-0.36841552711257114,1.1136444699484211,-1.3825451420583188,-0.48280502596247965,1.0218807291240264,-0.7605670627313068,0.058479532163742576,-1
600795.XSHG,0.10478596931603822,-0.004189698702699514,1.0555793093793677,1.4931355034026224,0.026480131622691777,0.4713046507979363,0.08744256452760979,-0.26766974475803174,0.25667455492790314,1.4970639191466852,1.911727753442318,-0.7882525438134912,-0.9054378089976095,0.35752690367682954,1.9381172954489745,0.1990928516278065,-0.13080007808258348,0.17692259676804606,-0.07345373889280536,2.6353398407608126,2.938189900949468,-0.20357793121184484,0.504542127863625,0.05759162303664933,-1
601006.XSHG,0.9208843315135192,-2.5330184816209487,-0.7733398214446522,-0.23878247588148663,-0.5109575223875724,0.791531339497705,0.9862469835405635,0.8269674604417545,-1.3071511362008608,-0.295707499715227,-0.9055844454685077,0.13339513687859472,-0.25363979383941765,-0.6883511842333528,-1.192185169582648,0.17791243205100893,-0.5679536153604482,-0.18440073248731292,-1.0338912291226243,0.48760773116255823,-1.3044506866435934,-1.6088528710033967,-1.0008071455444882,0.05679012345679024,-1
600033.XSHG,1.9199514325088933,-0.7640531176393146,-0.3283941116373384,2.0950116051313774,0.856681331293391,2.1169021072679457,0.7212014848595992,0.7127447496330869,-1.035280646685978,-0.25895964598229687,-0.693321626502202,0.1441694361002527,-0.11843550878785722,-0.9993121516849955,-0.8201038350144294,0.4193671930049579,-0.24747556102950732,0.551846386051906,-0.5442520893410078,-0.7170333237964525,-0.3518068081218389,-0.1111740249983121,-0.903742159817022,0.05660377358490565,-1
601628.XSHG,-2.347226709342143,-0.8465494733199032,-1.1060413930697364,-0.17769338320996994,-0.5234747259819766,-2.198067973670707,-0.4414130735887303,-0.9834817635569763,-0.36451462323832445,-0.41401896813754474,-0.441737743228098,1.9600038547223912,0.005027229474854127,0.21860379465540566,0.020984715409474105,-0.6750975589739575,0.2018518604652149,-1.0619805226313632,0.012408811690146019,-0.6689113893933081,-0.2767643434885443,-1.263020723639182,0.1372789399394316,0.05610561056105601,-1
600012.XSHG,1.6508545079554344,-0.8379050703181545,0.40437579435208737,-0.24657560339929963,-0.2742729325093908,1.8458548118041775,0.1999162089246456,0.6152077108513712,-1.51418726588255,-0.258586894014793,-0.7630989595397591,0.08339697218359449,-0.7865161297510656,-1.0260115170493274,-1.048826272472497,-0.3701108670030714,-0.9930769238081532,0.22141712317001205,0.046516518067747925,-0.7778339380985706,-1.0840396455417431,-0.25041985680087614,-0.9258231875820087,0.056034482758620774,-1
600132.XSHG,-0.5339227528581351,0.5002810151339617,-0.817298151541293,-0.5460145529800521,-0.07205744647071112,-0.03493425368426125,-0.8285839818432624,1.1980775263129788,-1.094515402125043,-0.22762654295214615,0.018608408753817775,0.16288714151136266,-0.25298631904323365,-0.9666190238737581,0.4936593788868009,-0.06619334086668655,-0.4595228475888526,-0.2600215684310977,-0.4303154408080163,-0.6244170434434082,-0.11364650226270076,1.255166117077283,-0.6631408299881216,0.04557885141294449,-1
601939.XSHG,0.1568363854099109,0.5139401777249895,-0.3212329857066316,-0.14838430072992767,0.7907241212909354,-0.12596130329642355,-0.4328507564620528,0.7183966941278446,-0.38954154635194804,-0.553625421605204,-0.721695776585062,0.09445572123331368,0.1553388527425241,-0.5391027278765426,-0.1702836917646011,0.13244973496604925,0.09641689801104353,0.38204343954523423,0.04485178216833812,-1.091909953716676,-0.301840945904653,1.0501149175928175,-0.34405652004557247,0.044776119402985204,-1
601998.XSHG,0.38002098160601977,-0.15411906119863444,0.044975083335945076,-0.2076856649800555,-1.7028105925788803,0.12373388516527568,-0.6098786084606141,0.5717922387642017,-0.33890431863826836,-0.2711582664361026,-0.5524067556051546,-1.9507894198733717,-0.14878818120655274,-0.2890878295213641,0.21671161902669245,-0.4401287972696747,0.30974452836081473,0.14414808660500836,-0.020790409496770648,-0.7686111199135652,-0.25110320155370286,0.4208354433902258,-0.2492702429631645,0.04166666666666674,-1
600642.XSHG,0.6521434218887772,-0.057295639233372726,1.9504469670379327,0.9089996132340478,0.07742758149977656,0.5159777278822817,0.6991911442713066,-0.31676530086188104,0.5681088398892409,1.5020104608575653,2.037615257973846,-1.0756302955706567,-0.6100533693931676,0.5705387676990326,0.7748479658112735,0.4981814114206722,0.8532997656495915,0.8438622052787855,0.0983146391067977,2.491777400052932,0.46686839373083494,-0.2864843400178334,0.5821192040413659,0.03690036900368998,-1
